iter	Passed	Remaining
404	1479	5826
405	1482	5822
406	1486	5818
407	1489	5813
408	1493	5809
409	1496	5804
410	1500	5800
411	1503	5795
412	1507	5792
413	1509	5783
414	1513	5779
415	1516	5774
416	1520	5770
417	1523	5765
418	1526	5761
419	1530	5756
420	1533	5752
421	1537	5747
422	1540	5743
423	1543	5738
424	1547	5733
425	1550	5728
426	1553	5724
427	1557	5720
428	1561	5716
429	1564	5711
430	1567	5706
431	1571	5702
432	1574	5698
433	1577	5693
434	1581	5688
435	1584	5683
436	1587	5678
437	1591	5675
438	1594	5671
439	1598	5666
440	1601	5661
441	1604	5657
442	1608	5652
443	1611	5647
444	1614	5643
445	1618	5638
446	1622	5635
447	1625	5630
448	1628	5626
449	1632	5622
450	1635	5618
451	1639	5614
452	1642	5609
453	1646	5605
454	1649	5600
455	1652	5596
456	1656	5592
457	1659	5587
458	1662	5583
459	1666	5579
460	1670	5575
461	1673	5572
462	1677	5567
463	1680	5563
464	1684	5559
465	1687	5555
466	1690	5550
467	1694	5546
468	1697	5541
469	1700	5537
470	1704	5532
471	1707	5527
472	1710	5523
473	1714	5518
474	1717	5514
475	1720	5510
476	1724	5505
477	1727	5501
478	1731	5496
479	1734	5491
480	1737	5487
481	1740	5482
482	1744	5478
483	1747	5473
484	1750	5469
485	1754	5464
486	1757	5461
487	1761	5456
488	1764	5451
489	1767	5447
490	1770	5442
491	1774	5437
492	1777	5434
493	1781	5429
494	1784	5425
495	1787	5421
496	1791	5416
497	1794	5412
498	1797	5408
499	1801	5403
500	1804	5399
501	1808	5396
502	1813	5396
503	1816	5392
504	1820	5388
505	1823	5383
506	1826	5379
507	1830	5376
508	1833	5371
509	1837	5367
510	1840	5363
511	1843	5359
512	1847	5355
513	1850	5351
514	1854	5346
515	1857	5342
516	1860	5337
517	1864	5333
518	1867	5328
519	1870	5324
520	1874	5320
521	1877	5315
522	1880	5310
523	1883	5306
524	1887	5302
525	1890	5298
526	1894	5294
527	1897	5290
528	1900	5286
529	1904	5281
530	1907	5277
531	1910	5273
532	1914	5269
533	1917	5265
534	1921	5260
535	1924	5256
536	1928	5252
537	1931	5248
538	1934	5244
539	1938	5240
540	1942	5237
541	1945	5233
542	1949	5229
543	1952	5225
544	1955	5221
545	1959	5217
546	1962	5213
547	1965	5209
548	1969	5204
549	1972	5200
550	1975	5196
551	1979	5191
552	1982	5187
553	1985	5183
554	1989	5179
555	1992	5175
556	1996	5171
557	1999	5167
558	2003	5164
559	2006	5160
560	2010	5156
561	2013	5152
562	2016	5147
563	2020	5143
564	2023	5139
565	2027	5136
566	2030	5132
567	2034	5128
568	2037	5124
569	2044	5128
570	2048	5126
571	2052	5125
572	2057	5123
573	2061	5121
574	2064	5117
575	2068	5113
576	2071	5109
577	2074	5102
578	2077	5099
579	2081	5095
580	2084	5091
581	2088	5087
582	2091	5083
583	2094	5079
584	2098	5075
585	2101	5070
586	2105	5067
587	2108	5062
588	2111	5059
589	2115	5055
590	2118	5051
591	2122	5047
592	2125	5044
593	2129	5040
594	2132	5036
595	2136	5032
596	2139	5028
597	2143	5024
598	2146	5020
599	2149	5016
600	2153	5012
601	2156	5008
602	2160	5005
603	2163	5001
604	2167	4997
605	2170	4992
606	2173	4988
607	2177	4984
608	2180	4980
609	2183	4976
610	2187	4972
611	2190	4968
612	2193	4963
613	2197	4959
614	2200	4956
615	2204	4952
616	2207	4948
617	2211	4945
618	2214	4941
619	2218	4937
620	2221	4933
621	2227	4934
622	2236	4942
623	2240	4940
624	2245	4939
625	2249	4936
626	2252	4932
627	2256	4929
628	2260	4926
629	2265	4926
630	2269	4924
631	2274	4922
632	2277	4919
633	2282	4916
634	2286	4914
635	2290	4912
636	2298	4919
637	2305	4921
638	2312	4925
639	2317	4923
640	2321	4921
641	2326	4920
642	2330	4918
643	2334	4915
644	2338	4912
645	2342	4910
646	2347	4909
647	2352	4908
648	2356	4905
649	2361	4905
650	2366	4903
651	2370	4901
652	2375	4900
653	2379	4896
654	2382	4892
655	2386	4888
656	2389	4884
657	2392	4880
658	2396	4875
659	2399	4871
660	2403	4867
661	2406	4864
662	2410	4860
663	2413	4856
664	2416	4851
665	2420	4847
666	2423	4843
667	2426	4839
668	2430	4835
669	2433	4831
670	2437	4827
671	2440	4823
672	2443	4818
673	2447	4814
674	2450	4810
675	2454	4807
676	2458	4803
677	2461	4799
678	2465	4796
679	2468	4792
680	2472	4788
681	2475	4784
682	2479	4780
683	2482	4777
684	2486	4773
685	2490	4769
686	2493	4766
687	2497	4762
688	2500	4757
689	2504	4754
690	2507	4750
691	2511	4746
692	2514	4742
693	2518	4738
694	2521	4734
695	2525	4730
696	2528	4727
697	2532	4723
698	2535	4719
699	2539	4715
700	2542	4712
701	2546	4708
702	2549	4704
703	2553	4700
704	2556	4696
705	2560	4692
706	2563	4688
707	2567	4684
708	2570	4680
709	2574	4676
710	2577	4672
711	2580	4668
712	2584	4664
713	2587	4660
714	2590	4656
715	2594	4652
716	2597	4648
717	2601	4644
718	2604	4640
719	2608	4636
720	2611	4632
721	2614	4628
722	2618	4624
723	2621	4620
724	2625	4616
725	2628	4612
726	2632	4608
727	2635	4605
728	2639	4601
729	2642	4597
730	2646	4593
731	2649	4589
732	2652	4585
733	2656	4582
734	2659	4578
735	2663	4573
736	2666	4569
737	2669	4565
738	2673	4561
739	2676	4557
740	2679	4553
741	2683	4549
742	2686	4545
743	2690	4541
744	2693	4537
745	2697	4533
746	2700	4529
747	2703	4525
748	2707	4521
749	2711	4518
750	2714	4514
751	2718	4510
752	2721	4506
753	2724	4502
754	2728	4498
755	2731	4494
756	2734	4490
757	2738	4486
758	2741	4482
759	2745	4478
760	2748	4475
761	2752	4471
762	2755	4467
763	2758	4463
764	2762	4459
765	2765	4455
766	2769	4451
767	2772	4447
768	2775	4443
769	2779	4439
770	2784	4438
771	2788	4434
772	2791	4431
773	2795	4427
774	2798	4423
775	2801	4419
776	2805	4415
777	2808	4411
778	2812	4407
779	2815	4403
780	2819	4400
781	2822	4396
782	2826	4392
783	2830	4389
784	2833	4386
785	2837	4382
786	2840	4378
787	2844	4375
788	2848	4371
789	2851	4367
790	2855	4363
791	2858	4360
792	2862	4356
793	2865	4352
794	2869	4348
795	2872	4345
796	2876	4341
797	2879	4338
798	2883	4333
799	2886	4329
800	2890	4326
801	2893	4322
802	2897	4318
803	2900	4314
804	2904	4310
805	2907	4307
806	2911	4303
807	2914	4299
808	2917	4295
809	2921	4291
810	2924	4287
811	2927	4283
812	2931	4279
813	2934	4275
814	2937	4271
815	2941	4267
816	2944	4263
817	2948	4259
818	2951	4256
819	2954	4252
820	2958	4248
821	2961	4244
822	2965	4240
823	2968	4236
824	2972	4232
825	2975	4228
826	2978	4224
827	2981	4220
828	2985	4216
829	2988	4213
830	2992	4209
831	2995	4205
832	2998	4201
833	3002	4197
834	3005	4193
835	3009	4189
836	3012	4185
837	3016	4182
838	3019	4178
839	3022	4174
840	3026	4170
841	3029	4166
842	3032	4162
843	3036	4158
844	3039	4154
845	3043	4151
846	3046	4147
847	3049	4143
848	3053	4139
849	3056	4135
850	3060	4131
851	3063	4127
852	3066	4124
853	3070	4120
854	3074	4116
855	3077	4113
856	3081	4109
857	3084	4105
858	3088	4102
859	3091	4098
860	3095	4094
861	3098	4090
862	3102	4087
863	3106	4084
864	3110	4080
865	3113	4077
866	3117	4073
867	3120	4069
868	3123	4065
869	3127	4061
870	3131	4058
871	3134	4055
872	3138	4051
873	3141	4047
874	3145	4044
875	3148	4040
876	3152	4036
877	3155	4032
878	3158	4028
879	3162	4024
880	3165	4020
881	3168	4016
882	3172	4013
883	3175	4009
884	3179	4005
885	3182	4001
886	3186	3997
887	3189	3993
888	3192	3990
889	3196	3986
890	3199	3982
891	3203	3978
892	3206	3974
893	3209	3970
894	3213	3966
895	3216	3963
896	3219	3959
897	3223	3955
898	3226	3951
899	3229	3947
900	3233	3943
901	3236	3940
902	3240	3936
903	3243	3932
904	3247	3928
905	3250	3924
906	3253	3920
907	3257	3917
908	3261	3913
909	3264	3910
910	3268	3906
911	3271	3903
912	3275	3899
913	3278	3895
914	3281	3891
915	3285	3887
916	3288	3884
917	3292	3880
918	3295	3876
919	3299	3872
920	3302	3869
921	3306	3865
922	3309	3861
923	3312	3857
924	3316	3853
925	3319	3850
926	3323	3846
927	3326	3842
928	3329	3838
929	3333	3835
930	3336	3831
931	3340	3827
932	3343	3823
933	3346	3819
934	3350	3816
935	3353	3812
936	3357	3808
937	3360	3804
938	3363	3800
939	3367	3797
940	3370	3793
941	3373	3789
942	3377	3785
943	3380	3782
944	3384	3778
945	3388	3775
946	3392	3771
947	3395	3767
948	3398	3764
949	3402	3760
950	3406	3757
951	3409	3753
952	3413	3749
953	3417	3746
954	3421	3743
955	3425	3740
956	3428	3736
957	3431	3732
958	3435	3728
959	3438	3725
960	3441	3721
961	3445	3717
962	3448	3713
963	3451	3709
964	3455	3705
965	3458	3702
966	3462	3698
967	3465	3694
968	3469	3691
969	3472	3687
970	3476	3683
971	3479	3679
972	3482	3675
973	3486	3672
974	3489	3668
975	3492	3664
976	3496	3660
977	3499	3656
978	3502	3652
979	3506	3649
980	3509	3645
981	3513	3641
982	3517	3639
983	3520	3635
984	3524	3631
985	3527	3627
986	3530	3623
987	3534	3619
988	3537	3616
989	3540	3612
990	3544	3608
991	3547	3604
992	3550	3600
993	3554	3597
994	3557	3593
995	3561	3589
996	3564	3585
997	3567	3582
998	3571	3578
999	3574	3574
1000	3577	3570
1001	3580	3566
1002	3584	3562
1003	3587	3559
1004	3591	3555
1005	3594	3551
1006	3597	3547
1007	3601	3544
1008	3604	3540
1009	3608	3536
1010	3611	3533
1011	3615	3529
1012	3618	3525
1013	3622	3522
1014	3625	3518
1015	3629	3514
1016	3632	3511
1017	3635	3507
1018	3639	3503
1019	3642	3499
1020	3646	3496
1021	3649	3492
1022	3652	3488
1023	3656	3484
1024	3659	3481
1025	3663	3477
1026	3666	3473
1027	3669	3469
1028	3673	3466
1029	3676	3462
1030	3679	3458
1031	3683	3454
1032	3686	3450
1033	3689	3447
1034	3693	3443
1035	3696	3439
1036	3699	3435
1037	3702	3431
1038	3706	3427
1039	3709	3424
1040	3713	3420
1041	3716	3417
1042	3720	3413
1043	3723	3409
1044	3727	3406
1045	3731	3402
1046	3734	3399
1047	3738	3395
1048	3741	3392
1049	3745	3388
1050	3748	3384
1051	3753	3382
1052	3756	3378
1053	3760	3375
1054	3763	3371
1055	3767	3367
1056	3770	3364
1057	3774	3360
1058	3777	3356
1059	3780	3352
1060	3784	3348
1061	3787	3345
1062	3791	3341
1063	3794	3337
1064	3797	3334
1065	3801	3330
1066	3804	3326
1067	3807	3322
1068	3811	3319
1069	3814	3315
1070	3817	3311
1071	3821	3307
1072	3824	3304
1073	3827	3300
1074	3831	3296
1075	3834	3292
1076	3837	3289
1077	3841	3285
1078	3844	3281
1079	3848	3278
1080	3852	3274
1081	3855	3271
1082	3859	3267
1083	3862	3263
1084	3865	3260
1085	3869	3256
1086	3872	3252
1087	3875	3248
1088	3878	3244
1089	3882	3241
1090	3885	3237
1091	3889	3233
1092	3892	3230
1093	3895	3226
1094	3899	3222
1095	3902	3218
1096	3906	3215
1097	3909	3211
1098	3912	3207
1099	3915	3203
1100	3919	3200
1101	3922	3196
1102	3925	3192
1103	3929	3189
1104	3932	3185
1105	3936	3181
1106	3939	3177
1107	3942	3174
1108	3946	3170
1109	3949	3166
1110	3952	3163
1111	3956	3159
1112	3959	3155
1113	3963	3152
1114	3966	3148
1115	3969	3144
1116	3973	3140
1117	3976	3137
1118	3980	3133
1119	3983	3129
1120	3986	3126
1121	3990	3122
1122	3993	3118
1123	3996	3115
1124	4000	3111
1125	4003	3107
1126	4007	3103
1127	4010	3100
1128	4014	3096
1129	4017	3093
1130	4020	3089
1131	4024	3085
1132	4027	3082
1133	4031	3078
1134	4034	3074
1135	4037	3071
1136	4041	3067
1137	4044	3063
1138	4048	3060
1139	4051	3056
1140	4055	3053
1141	4059	3049
1142	4062	3046
1143	4066	3042
1144	4069	3038
1145	4073	3035
1146	4076	3031
1147	4079	3027
1148	4083	3024
1149	4086	3020
1150	4090	3017
1151	4093	3013
1152	4096	3009
1153	4100	3006
1154	4103	3002
1155	4107	2998
1156	4110	2995
1157	4114	2991
1158	4117	2987
1159	4121	2984
1160	4124	2980
1161	4127	2976
1162	4131	2973
1163	4134	2969
1164	4137	2965
1165	4141	2962
1166	4144	2958
1167	4148	2954
1168	4151	2951
1169	4155	2947
1170	4158	2944
1171	4162	2940
1172	4165	2936
1173	4169	2933
1174	4172	2929
1175	4176	2926
1176	4180	2922
1177	4183	2919
1178	4186	2915
1179	4190	2911
1180	4193	2908
1181	4197	2904
1182	4200	2900
1183	4203	2897
1184	4207	2893
1185	4210	2889
1186	4213	2886
1187	4217	2882
1188	4220	2878
1189	4224	2875
1190	4227	2871
1191	4231	2868
1192	4234	2864
1193	4238	2861
1194	4241	2857
1195	4245	2853
1196	4248	2850
1197	4252	2846
1198	4255	2842
1199	4258	2839
1200	4262	2835
1201	4265	2832
1202	4269	2828
1203	4272	2824
1204	4276	2821
1205	4280	2818
1206	4283	2814
1207	4287	2810
1208	4290	2807
1209	4293	2803
1210	4297	2799
1211	4300	2795
1212	4303	2792
1213	4307	2788
1214	4310	2784
1215	4313	2781
1216	4317	2777
1217	4320	2773
1218	4324	2770
1219	4327	2766
1220	4330	2763
1221	4334	2759
1222	4337	2755
1223	4341	2752
1224	4344	2748
1225	4347	2744
1226	4351	2741
1227	4354	2737
1228	4358	2734
1229	4361	2730
1230	4365	2726
1231	4368	2723
1232	4372	2719
1233	4375	2716
1234	4379	2712
1235	4382	2709
1236	4386	2705
1237	4389	2701
1238	4393	2698
1239	4396	2694
1240	4399	2690
1241	4403	2687
1242	4406	2683
1243	4410	2680
1244	4414	2676
1245	4417	2673
1246	4421	2669
1247	4424	2666
1248	4427	2662
1249	4431	2658
1250	4434	2655
1251	4438	2651
1252	4441	2648
1253	4445	2644
1254	4448	2640
1255	4452	2637
1256	4455	2633
1257	4459	2630
1258	4462	2626
1259	4465	2622
1260	4469	2619
1261	4472	2615
1262	4475	2611
1263	4478	2607
1264	4482	2604
1265	4485	2600
1266	4488	2596
1267	4492	2593
1268	4495	2589
1269	4499	2586
1270	4502	2582
1271	4506	2578
1272	4509	2575
1273	4512	2571
1274	4516	2567
1275	4519	2564
1276	4523	2560
1277	4526	2557
1278	4529	2553
1279	4533	2550
1280	4536	2546
1281	4540	2542
1282	4543	2539
1283	4546	2535
1284	4550	2531
1285	4553	2528
1286	4556	2524
1287	4560	2520
1288	4563	2517
1289	4567	2513
1290	4570	2510
1291	4573	2506
1292	4577	2502
1293	4580	2499
1294	4584	2495
1295	4587	2491
1296	4590	2488
1297	4594	2484
1298	4598	2481
1299	4601	2477
1300	4604	2474
1301	4608	2470
1302	4612	2467
1303	4615	2463
1304	4618	2459
1305	4622	2456
1306	4625	2452
1307	4629	2448
1308	4632	2445
1309	4635	2441
1310	4639	2438
1311	4642	2434
1312	4645	2430
1313	4649	2427
1314	4652	2423
1315	4655	2419
1316	4659	2416
1317	4662	2412
1318	4665	2409
1319	4669	2405
1320	4672	2401
1321	4676	2398
1322	4679	2394
1323	4683	2391
1324	4686	2387
1325	4690	2384
1326	4693	2380
1327	4697	2376
1328	4700	2373
1329	4703	2369
1330	4707	2366
1331	4710	2362
1332	4714	2358
1333	4717	2355
1334	4721	2351
1335	4725	2348
1336	4729	2345
1337	4732	2341
1338	4735	2337
1339	4739	2334
1340	4742	2330
1341	4746	2327
1342	4749	2323
1343	4753	2320
1344	4756	2316
1345	4759	2312
1346	4763	2309
1347	4766	2305
1348	4770	2302
1349	4773	2298
1350	4777	2294
1351	4780	2291
1352	4784	2287
1353	4787	2284
1354	4790	2280
1355	4794	2276
1356	4797	2273
1357	4801	2269
1358	4804	2266
1359	4808	2262
1360	4811	2259
1361	4815	2255
1362	4818	2251
1363	4821	2248
1364	4825	2244
1365	4828	2241
1366	4832	2237
1367	4835	2234
1368	4839	2230
1369	4843	2227
1370	4846	2223
1371	4850	2220
1372	4853	2216
1373	4856	2212
1374	4860	2209
1375	4863	2205
1376	4866	2201
1377	4870	2198
1378	4873	2194
1379	4877	2191
1380	4880	2187
1381	4883	2183
1382	4887	2180
1383	4890	2176
1384	4893	2173
1385	4897	2169
1386	4900	2165
1387	4904	2162
1388	4908	2158
1389	4911	2155
1390	4915	2151
1391	4918	2148
1392	4921	2144
1393	4925	2141
1394	4928	2137
1395	4931	2133
1396	4935	2130
1397	4938	2126
1398	4941	2122
1399	4945	2119
1400	4948	2115
1401	4951	2112
1402	4955	2108
1403	4958	2105
1404	4962	2101
1405	4965	2097
1406	4969	2094
1407	4972	2090
1408	4975	2087
1409	4978	2083
1410	4982	2079
1411	4985	2076
1412	4988	2072
1413	4992	2068
1414	4995	2065
1415	4998	2061
1416	5002	2058
1417	5005	2054
1418	5008	2050
1419	5012	2047
1420	5015	2043
1421	5019	2040
1422	5022	2036
1423	5026	2033
1424	5029	2029
1425	5033	2025
1426	5036	2022
1427	5039	2018
1428	5043	2015
1429	5047	2011
1430	5050	2008
1431	5054	2004
1432	5057	2001
1433	5061	1997
1434	5064	1994
1435	5068	1990
1436	5071	1987
1437	5075	1983
1438	5078	1979
1439	5081	1976
1440	5085	1972
1441	5089	1969
1442	5093	1965
1443	5096	1962
1444	5099	1958
1445	5103	1955
1446	5106	1951
1447	5110	1948
1448	5113	1944
1449	5116	1940
1450	5120	1937
1451	5123	1933
1452	5127	1930
1453	5130	1926
1454	5133	1922
1455	5137	1919
1456	5140	1915
1457	5144	1912
1458	5147	1908
1459	5151	1905
1460	5154	1901
1461	5158	1898
1462	5161	1894
1463	5165	1891
1464	5168	1887
1465	5171	1883
1466	5175	1880
1467	5178	1876
1468	5182	1873
1469	5185	1869
1470	5189	1866
1471	5192	1862
1472	5196	1859
1473	5200	1855
1474	5203	1852
1475	5207	1848
1476	5210	1845
1477	5213	1841
1478	5217	1837
1479	5220	1834
1480	5224	1830
1481	5227	1827
1482	5231	1823
1483	5234	1820
1484	5238	1816
1485	5241	1813
1486	5245	1809
1487	5248	1805
1488	5251	1802
1489	5255	1798
1490	5259	1795
1491	5263	1791
1492	5266	1788
1493	5269	1784
1494	5273	1781
1495	5276	1777
1496	5280	1774
1497	5283	1770
1498	5287	1767
1499	5290	1763
1500	5294	1760
1501	5297	1756
1502	5301	1752
1503	5304	1749
1504	5308	1745
1505	5311	1742
1506	5315	1738
1507	5318	1735
1508	5322	1731
1509	5325	1728
1510	5329	1724
1511	5332	1721
1512	5336	1717
1513	5339	1713
1514	5343	1710
1515	5346	1706
1516	5349	1703
1517	5353	1699
1518	5356	1696
1519	5360	1692
1520	5363	1689
1521	5367	1685
1522	5370	1682
1523	5374	1678
1524	5377	1674
1525	5380	1671
1526	5384	1667
1527	5387	1664
1528	5391	1660
1529	5395	1657
1530	5398	1653
1531	5402	1650
1532	5405	1646
1533	5409	1643
1534	5412	1639
1535	5416	1636
1536	5419	1632
1537	5423	1629
1538	5426	1625
1539	5429	1621
1540	5433	1618
1541	5436	1614
1542	5440	1611
1543	5443	1607
1544	5446	1604
1545	5450	1600
1546	5454	1597
1547	5457	1593
1548	5460	1589
1549	5464	1586
1550	5467	1582
1551	5471	1579
1552	5474	1575
1553	5478	1572
1554	5481	1568
1555	5484	1565
1556	5488	1561
1557	5491	1557
1558	5495	1554
1559	5498	1550
1560	5502	1547
1561	5505	1543
1562	5508	1540
1563	5512	1536
1564	5515	1533
1565	5519	1529
1566	5522	1526
1567	5526	1522
1568	5529	1519
1569	5533	1515
1570	5536	1511
1571	5540	1508
1572	5543	1504
1573	5546	1501
1574	5550	1497
1575	5553	1494
1576	5557	1490
1577	5560	1487
1578	5564	1483
1579	5567	1479
1580	5571	1476
1581	5574	1472
1582	5577	1469
1583	5581	1465
1584	5584	1462
1585	5588	1458
1586	5591	1455
1587	5594	1451
1588	5598	1448
1589	5602	1444
1590	5605	1441
1591	5608	1437
1592	5612	1433
1593	5615	1430
1594	5619	1426
1595	5622	1423
1596	5625	1419
1597	5629	1416
1598	5632	1412
1599	5636	1409
1600	5640	1405
1601	5643	1402
1602	5646	1398
1603	5650	1395
1604	5654	1391
1605	5658	1388
1606	5661	1384
1607	5664	1380
1608	5668	1377
1609	5671	1373
1610	5675	1370
1611	5678	1366
1612	5682	1363
1613	5685	1359
1614	5688	1356
1615	5692	1352
1616	5696	1349
1617	5700	1345
1618	5703	1342
1619	5707	1338
1620	5710	1335
1621	5714	1331
1622	5717	1328
1623	5720	1324
1624	5724	1321
1625	5727	1317
1626	5731	1313
1627	5734	1310
1628	5738	1306
1629	5741	1303
1630	5744	1299
1631	5748	1296
1632	5751	1292
1633	5754	1289
1634	5758	1285
1635	5762	1282
1636	5765	1278
1637	5769	1274
1638	5772	1271
1639	5776	1267
1640	5779	1264
1641	5783	1260
1642	5786	1257
1643	5790	1253
1644	5793	1250
1645	5797	1246
1646	5800	1243
1647	5803	1239
1648	5807	1236
1649	5810	1232
1650	5813	1228
1651	5817	1225
1652	5820	1221
1653	5824	1218
1654	5827	1214
1655	5830	1211
1656	5834	1207
1657	5837	1204
1658	5840	1200
1659	5844	1197
1660	5847	1193
1661	5851	1189
1662	5854	1186
1663	5858	1182
1664	5861	1179
1665	5864	1175
1666	5868	1172
1667	5871	1168
1668	5875	1165
1669	5878	1161
1670	5882	1158
1671	5885	1154
1672	5888	1150
1673	5891	1147
1674	5895	1143
1675	5899	1140
1676	5902	1136
1677	5906	1133
1678	5909	1129
1679	5912	1126
1680	5916	1122
1681	5919	1119
1682	5923	1115
1683	5926	1112
1684	5930	1108
1685	5934	1105
1686	5937	1101
1687	5941	1098
1688	5945	1094
1689	5948	1091
1690	5952	1087
1691	5955	1084
1692	5959	1080
