iter	RMSE
1503	0.06297439705
1504	0.06294668087
1505	0.06290887872
1506	0.06287230201
1507	0.06284490817
1508	0.06280836286
1509	0.06278019694
1510	0.0627771373
1511	0.06276237351
1512	0.06274093973
1513	0.06273536114
1514	0.06271435641
1515	0.06269900588
1516	0.06267565346
1517	0.06264416566
1518	0.06261592067
1519	0.06259844787
1520	0.06257126815
1521	0.0625556622
1522	0.06252739403
1523	0.06250396991
1524	0.06246315309
1525	0.06242432657
1526	0.06240390769
1527	0.06236165304
1528	0.0623323377
1529	0.06231518537
1530	0.06229536476
1531	0.0622817512
1532	0.06225956102
1533	0.0622346919
1534	0.06222898057
1535	0.0622190447
1536	0.06221025111
1537	0.06218453347
1538	0.06215555018
1539	0.06214324796
1540	0.06213188271
1541	0.06209818466
1542	0.06204489932
1543	0.06203742762
1544	0.06200880182
1545	0.06199336368
1546	0.06197903804
1547	0.06195034613
1548	0.06190918113
1549	0.06189013638
1550	0.06187798154
1551	0.06187209644
1552	0.06185325073
1553	0.06181956448
1554	0.06177853628
1555	0.0617578211
1556	0.06173368285
1557	0.06169717935
1558	0.06168001082
1559	0.06166644397
1560	0.06165073456
1561	0.06163171281
1562	0.06160148614
1563	0.06157996796
1564	0.06155596404
1565	0.06153592431
1566	0.06151848451
1567	0.0614829003
1568	0.06144919415
1569	0.06141290524
1570	0.06138822899
1571	0.06137147111
1572	0.06134747469
1573	0.06133281255
1574	0.06130624134
1575	0.06129937027
1576	0.06128133181
1577	0.06125657483
1578	0.0612393178
1579	0.06120632017
1580	0.0611860552
1581	0.06117362029
1582	0.06115415361
1583	0.061147948
1584	0.0611260647
1585	0.06110298762
1586	0.0610812805
1587	0.06107059618
1588	0.06104934544
1589	0.06102524171
1590	0.06100759271
1591	0.06098194945
1592	0.06096946407
1593	0.06096055396
1594	0.06093627443
1595	0.06091597662
1596	0.0608869143
1597	0.06086246644
1598	0.06085023605
1599	0.06082494898
1600	0.06078632405
1601	0.06075525705
1602	0.06074446999
1603	0.060716794
1604	0.06070374199
1605	0.0606833005
1606	0.060664622
1607	0.06065335348
1608	0.06064200584
1609	0.0606244246
1610	0.06061065679
1611	0.06059602711
1612	0.06059380153
1613	0.06058331692
1614	0.06056105553
1615	0.06052945639
1616	0.06048846405
1617	0.06047961941
1618	0.06046044394
1619	0.06044710076
1620	0.06041480145
1621	0.06036770901
1622	0.06035488883
1623	0.06032152855
1624	0.06029765508
1625	0.06027254222
1626	0.06025404025
1627	0.06021734634
1628	0.0601757144
1629	0.06016751388
1630	0.06015057097
1631	0.06012912402
1632	0.06010918983
1633	0.06009625383
1634	0.06008701537
1635	0.06005341137
1636	0.06002479325
1637	0.05998809944
1638	0.05997434292
1639	0.0599572507
1640	0.05993135742
1641	0.05989305849
1642	0.05987318617
1643	0.05982706316
1644	0.05979670369
1645	0.05978146731
1646	0.05976639374
1647	0.05974558686
1648	0.05973017472
1649	0.05970440349
1650	0.05968759752
1651	0.05966923063
1652	0.05964723769
1653	0.0596249875
1654	0.05959447148
1655	0.05957374295
1656	0.05955485879
1657	0.0595360756
1658	0.05952112593
1659	0.05950887867
1660	0.05949856702
1661	0.05948037893
1662	0.05945668886
1663	0.05941849873
1664	0.05941053361
1665	0.05938652133
1666	0.05937028673
1667	0.05934593151
1668	0.05932384228
1669	0.05929199884
1670	0.05927355779
1671	0.05926130071
1672	0.05921591631
1673	0.05920022606
1674	0.05917742765
1675	0.05917293842
1676	0.05913561022
1677	0.05911432943
1678	0.0591038313
1679	0.05907853201
1680	0.05904598552
1681	0.05902034951
1682	0.05899783328
1683	0.05896177081
1684	0.0589197409
1685	0.0588977315
1686	0.0588758904
1687	0.05886414599
1688	0.05884399193
1689	0.05881942966
1690	0.0588037222
1691	0.05878867734
1692	0.05876150147
1693	0.05874542906
1694	0.05872227021
1695	0.05869140744
1696	0.05867063254
1697	0.0586309086
1698	0.05861128048
1699	0.05859289656
1700	0.05857490383
1701	0.05856231246
1702	0.05854224957
1703	0.0585192962
1704	0.05847697845
1705	0.05845916687
1706	0.05845353003
1707	0.05842926786
1708	0.05840729543
1709	0.0583712465
1710	0.05835020014
1711	0.05833495823
1712	0.05832686787
1713	0.05830532569
1714	0.05829617575
1715	0.05828837639
1716	0.05825383316
1717	0.05823749582
1718	0.05821665992
1719	0.0582020422
1720	0.05817985139
1721	0.05814946036
1722	0.05814055742
1723	0.05812462216
1724	0.05808245933
1725	0.05807220234
1726	0.05804497071
1727	0.05803689921
1728	0.05801492476
1729	0.05800246551
1730	0.05798048767
1731	0.05794631924
1732	0.05793049314
1733	0.05792132626
1734	0.05790909957
1735	0.05788562813
1736	0.05784721619
1737	0.05782448507
1738	0.05778485855
1739	0.05775643639
1740	0.05775192095
1741	0.05773464674
1742	0.05772652477
1743	0.05771400141
1744	0.05768878847
1745	0.0576689274
1746	0.05765195954
1747	0.05762480646
1748	0.05758737485
1749	0.05755785005
1750	0.05752548613
1751	0.05749458918
1752	0.05747638826
1753	0.05743836688
1754	0.05740048995
1755	0.05737271904
1756	0.0573656317
1757	0.05734609201
1758	0.0573222426
1759	0.05731558037
1760	0.05731046044
1761	0.05730171422
1762	0.05728926045
1763	0.05728084544
1764	0.05726003146
1765	0.05723832434
1766	0.05722584396
1767	0.05718213869
1768	0.05716783068
1769	0.05712552983
1770	0.05709303168
1771	0.05707530846
1772	0.05705031548
1773	0.057033641
1774	0.0570069741
1775	0.05699129815
1776	0.05695640939
1777	0.05693831273
1778	0.05691731631
1779	0.05689812922
1780	0.05687952617
1781	0.05686137925
1782	0.05685404307
1783	0.05684594607
1784	0.0568326252
1785	0.05681107824
1786	0.05680732474
1787	0.05677864143
1788	0.05675835577
1789	0.05674015854
1790	0.05671357427
1791	0.05670452287
1792	0.05667413842
1793	0.05665538726
1794	0.05663948051
1795	0.05661416305
1796	0.05660289241
1797	0.05657188073
1798	0.05655490942
1799	0.0565480412
1800	0.05652009644
1801	0.05650747897
1802	0.05649321717
1803	0.05648651239
1804	0.05645884482
1805	0.05643483751
1806	0.05640189212
1807	0.05638976544
1808	0.05637896555
1809	0.05635797714
1810	0.05632599774
1811	0.05628955879
1812	0.05626600233
1813	0.0562496573
1814	0.05624031475
1815	0.05623010061
1816	0.05622854259
1817	0.0562035555
1818	0.05618472247
1819	0.05615874398
1820	0.05614274443
1821	0.05612021062
1822	0.05608908833
1823	0.05607636864
1824	0.05605999436
1825	0.05603264871
1826	0.05601349762
1827	0.05600157586
1828	0.05596634258
1829	0.05594578001
1830	0.05591727344
1831	0.05590010582
1832	0.0558817013
1833	0.05587678781
1834	0.05587510588
1835	0.05584822209
1836	0.05583143405
1837	0.05580481578
1838	0.05579331652
1839	0.05577794182
1840	0.0557658486
1841	0.05575493279
1842	0.05573345572
1843	0.05571393985
1844	0.05569422793
1845	0.05568711356
1846	0.05565990154
1847	0.05562185697
1848	0.05561629133
1849	0.05561472299
1850	0.05559383705
1851	0.05557949172
1852	0.05556097089
1853	0.05553108132
1854	0.05550993787
1855	0.05547938079
1856	0.05545597899
1857	0.05542529166
1858	0.05539872183
1859	0.05538171191
1860	0.0553481832
1861	0.05531129957
1862	0.05530701067
1863	0.05528057245
1864	0.05526949815
1865	0.05525037279
1866	0.05521631103
1867	0.05519611655
1868	0.05517959529
1869	0.05516336175
1870	0.05514530929
1871	0.05512808593
1872	0.05511340755
1873	0.05509215555
1874	0.05509066249
1875	0.05505744425
1876	0.05503041528
1877	0.05501730502
1878	0.05501009434
1879	0.05500129268
1880	0.05499284158
1881	0.05496076999
1882	0.05493286963
1883	0.05491213078
1884	0.05489991453
1885	0.05486808068
1886	0.05484388011
1887	0.05482614653
1888	0.05480640697
1889	0.05480216492
1890	0.05478442471
1891	0.05476585516
1892	0.05473780482
1893	0.05471323386
1894	0.05470298194
1895	0.05467741436
1896	0.05464090816
1897	0.05461176989
1898	0.05459469677
1899	0.05458312948
1900	0.05456433091
1901	0.05453447765
1902	0.05451502966
1903	0.05449920085
1904	0.05447236388
1905	0.05444724066
1906	0.05443488705
1907	0.05442127725
1908	0.05439554032
1909	0.05439397391
1910	0.05437936509
1911	0.05435622009
1912	0.05432912973
1913	0.05430096727
1914	0.05427205395
1915	0.05425448012
1916	0.05423621591
1917	0.05423010299
1918	0.0542040523
1919	0.05419633456
1920	0.05418526002
1921	0.05417861486
1922	0.05417174127
1923	0.05415257326
1924	0.05415114382
1925	0.0541272052
1926	0.054120332
1927	0.05410016968
1928	0.05406851053
1929	0.05403874779
1930	0.05401353188
1931	0.05398883931
1932	0.05397145107
1933	0.05396027437
1934	0.05393184025
1935	0.0539095002
1936	0.05389519
1937	0.05388574577
1938	0.0538690362
1939	0.05385328986
1940	0.05382937115
1941	0.05381070611
1942	0.05379249481
1943	0.05377034001
1944	0.05375115943
1945	0.05374006162
1946	0.05371647467
1947	0.0536938022
1948	0.05367847056
1949	0.05365001139
1950	0.05362257761
1951	0.05361068301
1952	0.05358161764
1953	0.05358019839
1954	0.05357656017
1955	0.0535564783
1956	0.05353992614
1957	0.05350877745
1958	0.05349230386
1959	0.05347460171
1960	0.05346337701
1961	0.05344775055
1962	0.0534422592
1963	0.05341986873
1964	0.05339004045
1965	0.05336193803
1966	0.05333929929
1967	0.05333791434
1968	0.05331741697
1969	0.05330692396
1970	0.05328654794
1971	0.05325312057
1972	0.05323737099
1973	0.05322098352
1974	0.05320978403
1975	0.05318459621
1976	0.05317948965
1977	0.05314982073
1978	0.05313834544
1979	0.05312600405
1980	0.05310870656
1981	0.05308943102
1982	0.05305911005
1983	0.05305451539
1984	0.05303653473
1985	0.05300393157
1986	0.05298733401
1987	0.05296825137
1988	0.05294845561
1989	0.05293180143
1990	0.05292115972
1991	0.05290184462
1992	0.05289365961
1993	0.05287212144
1994	0.0528465984
1995	0.05282772023
1996	0.05280258776
1997	0.05279560042
1998	0.05278957983
1999	0.052765127
