iter	RMSE
150	0.1419815663
151	0.1415749245
152	0.1411654082
153	0.1408366761
154	0.140496742
155	0.1400982522
156	0.139759852
157	0.1394644919
158	0.1390988963
159	0.1387783979
160	0.1385189406
161	0.1381519002
162	0.1377503846
163	0.1374124794
164	0.1370412008
165	0.1367273525
166	0.1364171875
167	0.1361426603
168	0.1358246521
169	0.1354813963
170	0.135206176
171	0.1348551362
172	0.1345740816
173	0.1342959845
174	0.133960456
175	0.133699511
176	0.1334382123
177	0.1331740498
178	0.1329550337
179	0.1326920819
180	0.1324243191
181	0.1321224261
182	0.1318634982
183	0.1315795262
184	0.1313030283
185	0.1310768276
186	0.1307935677
187	0.1305440938
188	0.1302330083
189	0.1299389412
190	0.1297150052
191	0.1294754099
192	0.129245274
193	0.1289634402
194	0.1287509435
195	0.1285078944
196	0.1282874421
197	0.1280848176
198	0.1278346157
199	0.1275306996
200	0.1273602516
201	0.1271518978
202	0.1269158172
203	0.1267661287
204	0.1266081137
205	0.1263808832
206	0.1261379645
207	0.1259715732
208	0.1258052261
209	0.1256188607
210	0.1254113953
211	0.1251516821
212	0.1249650731
213	0.1247304312
214	0.1245404113
215	0.1243569954
216	0.1241852243
217	0.1240307037
218	0.1238042224
219	0.1236399915
220	0.1234718148
221	0.123292662
222	0.1231374283
223	0.1229150233
224	0.1227112731
225	0.1225642321
226	0.1223493874
227	0.1221844699
228	0.1220594755
229	0.1218981947
230	0.1217212511
231	0.1215960075
232	0.1214131872
233	0.1212289047
234	0.1210620348
235	0.1209004833
236	0.120746991
237	0.1205789729
238	0.1204478749
239	0.1202892228
240	0.1200968277
241	0.1199704578
242	0.1197734962
243	0.1196237691
244	0.1194640421
245	0.119288538
246	0.119135827
247	0.118947065
248	0.1187874382
249	0.1185787209
250	0.1184090714
251	0.1182448127
252	0.1180903474
253	0.1179316463
254	0.1177673956
255	0.1176037474
256	0.1174415838
257	0.1173191007
258	0.117158684
259	0.1170294681
260	0.1169106342
261	0.1167522139
262	0.1165854798
263	0.1165063958
264	0.1163637748
265	0.1162524933
266	0.1160631
267	0.1159500334
268	0.1157936986
269	0.115664266
270	0.1155468248
271	0.1154326746
272	0.1152950901
273	0.1151704421
274	0.1149916894
275	0.1148582319
276	0.1147524804
277	0.114612589
278	0.1144578305
279	0.1142921987
280	0.1141711304
281	0.1140748785
282	0.1139556379
283	0.1138596485
284	0.11371014
285	0.1136387143
286	0.1135270874
287	0.1133975443
288	0.1132975129
289	0.1131711072
290	0.1130301987
291	0.1129754112
292	0.1128675912
293	0.1127676529
294	0.1126357612
295	0.1125637368
296	0.1124300849
297	0.1123498482
298	0.112234919
299	0.1120866375
300	0.111933477
301	0.1118330129
302	0.1117722481
303	0.1116799997
304	0.1115701635
305	0.1115229377
306	0.1114151064
307	0.1112589807
308	0.1111826167
309	0.1110744108
310	0.1109811811
311	0.1108556757
312	0.1107448971
313	0.1106211152
314	0.1104814724
315	0.1103759728
316	0.1102710365
317	0.110141167
318	0.1100440298
319	0.1099825276
320	0.1098965959
321	0.1097918367
322	0.1096953925
323	0.1096067365
324	0.1094980295
325	0.1094075728
326	0.1092814994
327	0.1091878056
328	0.1091004841
329	0.1089945165
330	0.1089312309
331	0.1088449845
332	0.1087462968
333	0.1086903878
334	0.1086061998
335	0.1085051544
336	0.1083892767
337	0.1082771909
338	0.1081527925
339	0.108045875
340	0.1079853812
341	0.1079089188
342	0.1077855239
343	0.1077085913
344	0.1076619252
345	0.1075536982
346	0.1074579051
347	0.1073673431
348	0.1073035311
349	0.107242111
350	0.1071559557
351	0.1070340808
352	0.1069386941
353	0.1068714718
354	0.106780469
355	0.1067092248
356	0.1066321331
357	0.1065525223
358	0.1064359579
359	0.1063622053
360	0.1063321514
361	0.106229091
362	0.1061635506
363	0.1060657136
364	0.1059583592
365	0.1058392824
366	0.1057774662
367	0.1057085721
368	0.1056101071
369	0.1055279102
370	0.105438997
371	0.1053572596
372	0.1052844414
373	0.1052392501
374	0.1051695317
375	0.1050731936
376	0.1050097769
377	0.1049418515
378	0.1048769652
379	0.1047924805
380	0.1047154289
381	0.104627415
382	0.1045582045
383	0.1044603452
384	0.1044084863
385	0.1043192701
386	0.1042850039
387	0.1042733261
388	0.1042330174
389	0.1041863733
390	0.1040332528
391	0.1039526426
392	0.1038464799
393	0.1037940687
394	0.103693349
395	0.1036053947
396	0.1035229222
397	0.1034628066
398	0.1033800313
399	0.1032805736
400	0.1032516295
401	0.1031674043
402	0.1030798493
403	0.102976916
404	0.1029135495
405	0.1028242802
406	0.1027300389
407	0.1026612297
408	0.102591888
409	0.1025328535
410	0.1025033459
411	0.1024189985
412	0.1023345392
413	0.1023083378
414	0.1022204909
415	0.1021374758
416	0.1021202188
417	0.1020576586
418	0.1019511199
419	0.1019125743
420	0.1018194157
421	0.1017338521
422	0.1016559278
423	0.1015739989
424	0.1015335259
425	0.101507048
426	0.1014316919
427	0.1013680096
428	0.1012790024
429	0.1012192662
430	0.1011572491
431	0.1010946113
432	0.1010156917
433	0.1009508096
434	0.1009052369
435	0.1008733288
436	0.1007937945
437	0.1007225681
438	0.1006686394
439	0.1006144767
440	0.1005193746
441	0.100441275
442	0.1003573791
443	0.1002812845
444	0.1002011191
445	0.1001538376
446	0.1001274314
447	0.1000477172
448	0.09997518107
449	0.09992973406
450	0.09983412308
451	0.09973968584
452	0.09968421408
453	0.09963544259
454	0.0995840614
455	0.09949827858
456	0.09942852685
457	0.09938805753
458	0.0993279101
459	0.09930612808
460	0.09922733767
461	0.09915330378
462	0.09906434763
463	0.09899944758
464	0.09893556789
465	0.09886086656
466	0.0988297271
467	0.09878677626
468	0.0987406827
469	0.09866707487
470	0.09861919107
471	0.09858859132
472	0.09850397105
473	0.09841517047
474	0.0983662158
475	0.09828330965
476	0.09820615387
477	0.0981488691
478	0.0981074014
479	0.09806082512
480	0.09802791075
481	0.09792837689
482	0.09786949407
483	0.09782349341
484	0.09774011168
485	0.09767312826
486	0.09760419498
487	0.09755892624
488	0.09749974066
489	0.09742313695
490	0.09739105447
491	0.09735226452
492	0.09731953935
493	0.09726787117
494	0.09722823585
495	0.09713702997
496	0.09707109262
497	0.09699826185
498	0.09690500774
499	0.09681156497
500	0.09677717425
501	0.09676225488
502	0.09670266051
503	0.09665629984
504	0.09658423917
505	0.09651437923
506	0.09647857149
507	0.09641870364
508	0.09637222693
509	0.09627489949
510	0.09618436866
511	0.09615033447
512	0.09607481894
513	0.09596862709
514	0.0959368825
515	0.09586859164
516	0.09583312791
517	0.09576441619
518	0.09572676911
519	0.09570747168
520	0.09568769329
521	0.09563314391
522	0.09557453673
523	0.09550271742
524	0.09546648642
525	0.09538662059
526	0.09529269104
527	0.09522403563
528	0.09514018762
529	0.09509737132
530	0.09504845628
531	0.09502765795
532	0.09494407934
533	0.0949121113
534	0.09486035632
535	0.09483549917
536	0.0947633181
537	0.09468903853
538	0.0946265935
539	0.09455487325
540	0.09449075051
541	0.09441550142
542	0.09434872408
543	0.09430045173
544	0.09423770226
545	0.09421150933
546	0.09413961691
547	0.09411256064
548	0.09404374037
549	0.09401807574
550	0.09394550567
551	0.09390009074
552	0.09384834673
553	0.09377329541
554	0.09374079136
555	0.09371759828
556	0.09365998993
557	0.09360383842
558	0.09353780738
559	0.09351846766
560	0.09344729026
561	0.09336095958
562	0.0933157286
563	0.09325230518
564	0.09316158376
565	0.09314699622
566	0.09312164974
567	0.09305133768
568	0.09297867915
569	0.09295947039
570	0.09287637712
571	0.09284840327
572	0.09278213241
573	0.09273402205
574	0.09264283882
575	0.09258066872
576	0.09250946854
577	0.09248604495
578	0.09242501183
579	0.09236977226
580	0.09230345948
581	0.092241109
582	0.09222350549
583	0.09215724495
584	0.09212897263
585	0.09208089301
586	0.09204904755
587	0.0919809051
588	0.09196742958
589	0.09190618187
590	0.0918545174
591	0.09180761368
592	0.09174645646
593	0.09166412611
594	0.09165038939
595	0.09157759025
596	0.0915580712
597	0.09153702323
598	0.09152297343
599	0.09145374478
600	0.09136386627
601	0.09128758321
602	0.09122337655
603	0.09118369752
604	0.09113172961
605	0.09108343986
606	0.09103063479
607	0.09097170055
608	0.09095510615
609	0.09090100031
610	0.09082365091
611	0.09077367522
612	0.09074876899
613	0.09067163383
614	0.09062378152
615	0.09056493207
616	0.09049049999
617	0.09041185376
618	0.09038874296
619	0.09033102622
620	0.09031428473
621	0.09028762725
622	0.0902409571
623	0.09022753014
624	0.09019164091
625	0.09013890574
626	0.09008114609
627	0.09002444993
628	0.08997458377
629	0.08991673106
630	0.08989445927
631	0.0898086129
632	0.08975031995
633	0.0897055372
634	0.08964484358
635	0.08958628187
636	0.08952945454
637	0.08951481035
638	0.08947111834
639	0.08942127394
640	0.08936738929
641	0.08928994366
642	0.08922529278
643	0.08916574205
644	0.08911958357
645	0.08906605971
646	0.08900805358
647	0.08895706971
648	0.08888867674
649	0.08885441548
650	0.08880565602
651	0.08876926016
652	0.08872105032
653	0.08866266419
654	0.08860924433
655	0.08853871971
656	0.0884705056
657	0.088411988
658	0.08839508692
659	0.08834723966
660	0.08828744294
661	0.08822250529
662	0.08815589845
663	0.08809752647
664	0.08805231738
665	0.08799873127
666	0.08795443344
667	0.08789665179
668	0.08785179843
669	0.08780806885
670	0.08774742475
671	0.0876989101
672	0.08764033416
673	0.08759061339
674	0.08754997812
675	0.08749845725
676	0.08748642117
677	0.08742327612
678	0.08734728351
679	0.08729220602
680	0.0872563125
681	0.08724395406
682	0.08720576658
683	0.08716139753
684	0.08709274023
685	0.08701231353
686	0.08694206422
687	0.08688650245
688	0.08686627109
689	0.08681184465
690	0.08673383768
691	0.08668666954
692	0.08664412053
693	0.08658487981
694	0.08654530676
695	0.08653119872
696	0.08648913616
697	0.08644693636
698	0.08640176204
699	0.08635537401
700	0.08631648258
701	0.08625231694
702	0.08619669057
703	0.08614113731
704	0.08608663525
705	0.08607526618
706	0.0860205332
707	0.08598019171
708	0.08596889791
709	0.08592992418
710	0.08587919962
711	0.08584048765
712	0.08580063592
713	0.08577271476
714	0.08571236399
715	0.08566509694
716	0.08562650291
717	0.08559418261
718	0.08558309077
719	0.08553335637
720	0.08552023627
721	0.08548318971
722	0.08542101318
723	0.08541005817
724	0.08537641977
725	0.08534653212
726	0.08529984341
727	0.085258286
728	0.08520322457
729	0.08516633805
730	0.08509083562
731	0.08503436532
732	0.08499381904
733	0.08496477709
734	0.08491544208
735	0.08485880951
736	0.0848148397
737	0.08478455386
738	0.08474421444
739	0.08469233296
740	0.08465712281
741	0.08461216428
742	0.08455955118
743	0.08449243189
744	0.08444631215
745	0.08440835235
746	0.08436059426
747	0.08434999074
748	0.08431340291
749	0.08425636946
750	0.08421400107
751	0.08417751765
752	0.08411697556
753	0.08407756777
754	0.08402694345
755	0.08395899505
756	0.08391159681
757	0.08387695956
758	0.08383597607
759	0.0837885085
760	0.08374632732
761	0.08369505394
762	0.08365745038
763	0.08361728076
764	0.08356918982
765	0.08353345535
766	0.08349457788
767	0.08345667176
768	0.08340805859
769	0.08337366485
770	0.08333787291
771	0.0832958687
772	0.08323560597
773	0.08319751793
774	0.0831505181
775	0.08310566813
776	0.08306910326
777	0.08303382463
778	0.08299005641
779	0.0829441933
780	0.08289035732
781	0.08284907112
782	0.08279637158
783	0.08275459642
784	0.08273063052
785	0.0826727857
786	0.08262631015
787	0.08258228813
788	0.08256224658
789	0.08252038933
790	0.08248715923
791	0.08244133716
792	0.08240544064
793	0.08236555917
794	0.08232811102
795	0.08229137657
796	0.08224866156
797	0.0822020714
798	0.08217910946
799	0.08214330108
800	0.08211291977
801	0.08207557457
802	0.08203360296
803	0.08198408425
804	0.08194490632
805	0.08190964403
806	0.08187835937
807	0.08185015177
808	0.0818173493
809	0.08177770115
810	0.08173393986
811	0.08168770828
812	0.08164705598
813	0.08161974564
814	0.08158065702
815	0.08153342042
816	0.08149514061
817	0.08146568179
818	0.08142772435
819	0.08140336458
820	0.08135899305
821	0.08132329559
822	0.08128953966
823	0.08125944305
824	0.0812240603
825	0.08121661183
826	0.08118455469
827	0.08117765305
828	0.08113350623
829	0.0811034852
830	0.08107112285
831	0.08102831582
832	0.08099488935
833	0.08098830546
834	0.08093688086
835	0.08090886123
836	0.08087861343
837	0.08084629334
838	0.08081137037
839	0.08076705925
840	0.080727805
841	0.08069191284
842	0.08068528951
843	0.08066216135
844	0.08062723131
845	0.0805862865
846	0.08056398166
847	0.08053424244
848	0.08050206701
849	0.08045712077
850	0.08040464458
851	0.08036678799
852	0.08032909974
853	0.08025159065
854	0.08021868089
855	0.08021022439
856	0.08017718455
857	0.08014310802
858	0.08010984411
859	0.08005654668
860	0.08002987842
861	0.07998720259
862	0.0799312372
863	0.07989790248
864	0.07987049764
865	0.07984071425
866	0.07983447723
867	0.07981564308
868	0.07978894421
869	0.0797533365
870	0.07974631554
871	0.07971125051
872	0.07967796621
873	0.07964080336
874	0.07959520399
875	0.07956244701
876	0.07953133803
877	0.07949415378
878	0.07945504562
879	0.0794196906
880	0.07939279295
881	0.07937963858
882	0.07933903566
883	0.07932043141
884	0.07927699782
885	0.07924855958
886	0.07920066769
887	0.07918788418
888	0.07913248057
889	0.07910672782
890	0.07907534701
891	0.07902691576
892	0.07900007043
893	0.07897082103
894	0.07894448259
895	0.07891246611
896	0.07890618325
897	0.07887081106
898	0.07886535954
899	0.07883618757
900	0.07880489345
901	0.07877988834
902	0.0787473422
903	0.07870500969
904	0.07865529776
905	0.07864284425
906	0.07861836681
907	0.07855244011
908	0.07850734265
909	0.07848151977
910	0.07846993953
911	0.07844012526
912	0.07839662168
913	0.07836721404
914	0.07831829653
915	0.07831124038
916	0.07825868235
917	0.07822360512
918	0.07821944378
919	0.07816371844
920	0.07813251908
921	0.07808577507
922	0.07806021848
923	0.078053999
924	0.07804606216
925	0.07800396015
926	0.07796590058
927	0.07792601468
928	0.07789714245
929	0.07782735545
930	0.07780789431
931	0.07780335037
932	0.07777566643
933	0.07774933308
934	0.0777438401
935	0.07771495504
936	0.07768682462
937	0.07764348582
938	0.07761625913
939	0.077575017
940	0.0775500452
941	0.07752641087
942	0.077521079
943	0.07750732781
944	0.07747217745
945	0.07743424797
946	0.07739377161
947	0.0773681498
948	0.0773404376
949	0.07731364697
950	0.07727706369
951	0.07724545254
952	0.07721603555
953	0.0771823828
954	0.07715370966
955	0.07712184738
956	0.07710039808
957	0.07707366555
958	0.07706210946
959	0.07705238364
960	0.07704168646
961	0.07701837817
962	0.07699062267
963	0.07696187621
964	0.07692129364
965	0.07688998143
966	0.07687469431
967	0.07682422349
968	0.07679862782
969	0.07677465301
970	0.07673106339
971	0.07672588587
972	0.0766820496
973	0.07665937699
974	0.07664469179
975	0.07660064235
976	0.07657167927
977	0.0765278387
978	0.07652152084
979	0.07649122551
980	0.07646275331
981	0.07643967865
982	0.07639565666
983	0.07639277393
984	0.07635858695
985	0.07631975522
986	0.07628764269
987	0.07625825091
988	0.07622439377
989	0.07619681
990	0.0761673228
991	0.07613388518
992	0.07606902708
993	0.07602307996
994	0.07600213175
995	0.07596854032
996	0.07593374892
997	0.07591025512
998	0.07587353103
999	0.07587064754
1000	0.07584503073
1001	0.07584075748
1002	0.07583558114
1003	0.07581432941
1004	0.07578642456
1005	0.07576044983
1006	0.07573925348
1007	0.07570639267
1008	0.07566288629
1009	0.0756265564
1010	0.07559748056
1011	0.07555927811
1012	0.07551352447
1013	0.07546181246
1014	0.07544113784
1015	0.07541924799
1016	0.0753944093
1017	0.07535148689
1018	0.07533467788
1019	0.07529156561
1020	0.07527027138
1021	0.07524129759
1022	0.07520542464
1023	0.07516455285
1024	0.07512873743
1025	0.07509561045
1026	0.07506522817
1027	0.07503070345
1028	0.07500241795
1029	0.0749974019
1030	0.07497623942
1031	0.07497033488
1032	0.07496552766
1033	0.07493330534
1034	0.07489048941
1035	0.07486470714
1036	0.07483106572
1037	0.07481064086
1038	0.07479075609
1039	0.07478597035
1040	0.07474681111
1041	0.0747242013
1042	0.07467995895
1043	0.07467529329
1044	0.0746272651
1045	0.07459220107
1046	0.07456412103
1047	0.07452728723
1048	0.07449970203
1049	0.07446253488
1050	0.07445596332
1051	0.07441663929
1052	0.07441202822
1053	0.07436967273
1054	0.0743474832
1055	0.07430963531
1056	0.074304126
1057	0.07427055829
1058	0.07423788466
1059	0.07422877313
1060	0.07419581197
1061	0.07416749129
1062	0.07415086828
1063	0.07412648325
1064	0.07408669596
1065	0.07404596698
1066	0.07401045269
1067	0.07399106278
1068	0.07397625506
1069	0.07394788669
1070	0.07390982555
1071	0.07388446213
1072	0.07386549974
1073	0.07385049832
1074	0.07384783078
1075	0.07381307383
1076	0.07380725774
1077	0.07380472451
1078	0.07378650696
1079	0.07375257823
1080	0.07371116106
1081	0.07369226134
1082	0.07365049698
1083	0.07364156752
1084	0.07358467592
1085	0.07357038023
1086	0.07353470693
1087	0.07351057044
1088	0.07348508505
1089	0.07344482774
1090	0.07340996309
1091	0.07337298895
1092	0.07337051281
1093	0.07332059743
1094	0.0732879407
1095	0.0732607167
1096	0.07322729465
1097	0.07318964984
1098	0.07318706637
1099	0.07318168506
1100	0.0731374754
1101	0.07310245151
1102	0.07306847488
1103	0.0730331329
1104	0.07299909379
1105	0.07299310572
1106	0.07295392213
1107	0.07295136504
1108	0.07292050548
1109	0.07291800479
1110	0.07288855461
1111	0.07285386502
1112	0.07283086172
1113	0.07280755963
1114	0.07277549024
1115	0.07274402503
1116	0.07272091216
1117	0.07267523063
1118	0.07263155985
1119	0.07259027694
1120	0.07255199612
1121	0.07253036879
1122	0.07248265998
1123	0.07246240473
1124	0.07241483378
1125	0.07237909578
1126	0.07235083468
1127	0.07231556798
1128	0.07226747636
1129	0.07223356948
1130	0.07222835681
1131	0.0722035998
1132	0.07217276672
1133	0.07214841017
1134	0.0721441926
1135	0.07212457553
1136	0.07212009438
1137	0.07209574983
1138	0.07207292017
1139	0.07204076451
1140	0.07201276291
1141	0.07198753911
1142	0.07196344136
1143	0.07191523615
1144	0.0718633661
1145	0.07183577896
1146	0.07180756908
1147	0.07178355977
1148	0.07174577902
1149	0.07173992763
1150	0.07169335772
1151	0.0716735271
1152	0.07165852749
1153	0.07162533198
1154	0.07159133049
1155	0.07154461583
1156	0.07151846713
1157	0.07147657081
1158	0.07144750194
1159	0.07142976582
1160	0.07140402279
1161	0.07136462321
1162	0.07133149708
1163	0.07132541855
1164	0.07129655411
1165	0.07126603738
1166	0.07124441567
1167	0.07121402402
1168	0.07118491402
1169	0.07115016407
1170	0.07112338536
1171	0.07111865559
1172	0.0710960541
1173	0.07106519561
1174	0.0710373367
1175	0.07100102994
1176	0.07097444486
1177	0.07094695795
1178	0.07091467884
1179	0.07088993872
1180	0.07084978975
1181	0.07083212524
1182	0.07080333449
1183	0.07077688822
1184	0.07076395963
1185	0.07073026882
1186	0.07072584974
1187	0.0707193318
1188	0.07069392655
1189	0.07065649126
1190	0.07061284789
1191	0.07056836639
1192	0.07054894085
1193	0.07052440874
1194	0.0705059114
1195	0.0704824223
1196	0.07045322796
1197	0.07044898833
1198	0.07042653785
1199	0.07040529077
1200	0.07038742404
1201	0.07035510454
1202	0.07031264181
1203	0.07029450701
1204	0.07025893556
1205	0.07023962785
1206	0.07021541453
1207	0.07018906614
1208	0.07016519721
1209	0.07016076277
1210	0.07013639409
1211	0.07011364756
1212	0.07008675661
1213	0.07006895468
1214	0.07003968599
1215	0.06999920319
1216	0.069966846
1217	0.06995394422
1218	0.06992132163
1219	0.0698798109
1220	0.06986217849
1221	0.06985774974
1222	0.06981878442
1223	0.06978709645
1224	0.06974634459
1225	0.06971308663
1226	0.06966969355
1227	0.06961946861
1228	0.0695809726
1229	0.06954774334
1230	0.06951340081
1231	0.06949718016
1232	0.06947462232
1233	0.06946117098
1234	0.06942168718
1235	0.0694137473
1236	0.06939333174
1237	0.0693680965
1238	0.06936411417
1239	0.06932732179
1240	0.06928604364
1241	0.06925243842
1242	0.0692367959
1243	0.06920825673
1244	0.06919122998
1245	0.06915003234
1246	0.06914427264
1247	0.06911673031
1248	0.06908906958
1249	0.06906761681
1250	0.0690351782
1251	0.06899967421
1252	0.06897829206
1253	0.0689459593
1254	0.06894024704
1255	0.06891389312
1256	0.06888156312
1257	0.06887708493
1258	0.06883679994
1259	0.06881679466
1260	0.06881328879
1261	0.06878022112
1262	0.06877640845
1263	0.06873941865
1264	0.06869235397
1265	0.06866481985
1266	0.06866052277
1267	0.06863344694
1268	0.06859018614
1269	0.06855998884
1270	0.06852896836
1271	0.06849412115
1272	0.06846069761
1273	0.06842743435
1274	0.0684108816
1275	0.06838090424
1276	0.0683421492
1277	0.06831952789
1278	0.0683017061
1279	0.06828437121
1280	0.06827000757
1281	0.06824584712
1282	0.06823409074
1283	0.06821521638
1284	0.06819834705
1285	0.0681814331
1286	0.06813836954
1287	0.06810597381
1288	0.06805549043
1289	0.06803332055
1290	0.0680073774
1291	0.06800403482
1292	0.06797751388
1293	0.06793330481
1294	0.06790820264
1295	0.06786708586
1296	0.06784473631
1297	0.06781784147
1298	0.06779051148
1299	0.06774921943
1300	0.06773691929
1301	0.06771872373
1302	0.06769007584
1303	0.06768602976
1304	0.06768263172
1305	0.0676784984
1306	0.06765691135
1307	0.06762925909
1308	0.06759644196
1309	0.06759206927
1310	0.06757254332
1311	0.06752454614
1312	0.06750379458
1313	0.06747183331
1314	0.06743981009
1315	0.06743332582
1316	0.06742938589
1317	0.06738843319
1318	0.06738300979
1319	0.06736218819
1320	0.06732897331
1321	0.06732553395
1322	0.06727795331
1323	0.06725527269
1324	0.06723702069
1325	0.06723367318
1326	0.06721282591
1327	0.06718208415
1328	0.06717811272
1329	0.06715289392
1330	0.06711086406
1331	0.06708212424
1332	0.06705409964
1333	0.06702993649
1334	0.06700768885
1335	0.06696904259
1336	0.06693810468
1337	0.06691512158
1338	0.06686123748
1339	0.06683080952
1340	0.06680842609
1341	0.06678600267
1342	0.06676087507
1343	0.06673640385
1344	0.06669422956
1345	0.0666812157
1346	0.06667735221
1347	0.06664625555
1348	0.06660770028
1349	0.06656286849
1350	0.06654120313
1351	0.06649769589
1352	0.06646551227
1353	0.06645350633
1354	0.06642971361
1355	0.06640845914
1356	0.06638405669
1357	0.06634621774
1358	0.06632833184
1359	0.06629826814
1360	0.06627267365
1361	0.06625737257
1362	0.06623241249
1363	0.06621554631
1364	0.06617956407
1365	0.06614875218
1366	0.06613449001
1367	0.06610773035
1368	0.06606099775
1369	0.06601567785
1370	0.06599437602
1371	0.0659711931
1372	0.06596737446
1373	0.06594155904
1374	0.06591986674
1375	0.06589845347
1376	0.06585160313
1377	0.06582814597
1378	0.06581191048
1379	0.06579125994
1380	0.06576493743
1381	0.06575046066
1382	0.06572416914
1383	0.06569784942
1384	0.06567650195
1385	0.06564773963
1386	0.06563693472
1387	0.06561726779
1388	0.06560566464
1389	0.06559811244
1390	0.06554685668
1391	0.06552191323
1392	0.06548574681
1393	0.06546399786
1394	0.06544166317
1395	0.06541559985
1396	0.06541196817
1397	0.0653956396
1398	0.06537689032
1399	0.06536196612
1400	0.06533116343
1401	0.06531313099
1402	0.06527549438
1403	0.06525312467
1404	0.06523438159
1405	0.06521699668
1406	0.06520522877
1407	0.06518792148
1408	0.06516835136
1409	0.06515117294
1410	0.06512535577
1411	0.06510664239
1412	0.06508940059
1413	0.06507841268
1414	0.06505643974
1415	0.06504803295
1416	0.06502585388
1417	0.06500922801
1418	0.06498955149
1419	0.06495959918
1420	0.06493299535
1421	0.06490217813
1422	0.06487201232
1423	0.06485696656
1424	0.06482969695
1425	0.0648059955
1426	0.06478289712
1427	0.06475552189
1428	0.06471593564
1429	0.06469136938
1430	0.06466653571
1431	0.0646318053
1432	0.0646180784
1433	0.0646033214
1434	0.06455803278
1435	0.06454106613
1436	0.06452159264
1437	0.06450949212
1438	0.0644964613
1439	0.06449105781
1440	0.06446844831
1441	0.06445451931
1442	0.06444983178
1443	0.06442685756
1444	0.06441613467
1445	0.06439244506
1446	0.06437672224
1447	0.06436432306
1448	0.06433410549
1449	0.06431030297
1450	0.06428031741
1451	0.06427699439
1452	0.06424469808
1453	0.06423699613
1454	0.06420616297
1455	0.06418245511
1456	0.06415268456
1457	0.06412049509
1458	0.06410719171
1459	0.0640541022
1460	0.06402971156
1461	0.0639916113
1462	0.06396014487
1463	0.06395416265
1464	0.06392230913
1465	0.06391052767
1466	0.0638764221
1467	0.06385014146
1468	0.06381412355
1469	0.06380533079
1470	0.06379286717
1471	0.06376711081
1472	0.06373913223
1473	0.06371804959
1474	0.06368935779
1475	0.06365443656
1476	0.06364345681
1477	0.06362092295
1478	0.06358386874
1479	0.06355502955
1480	0.06352580611
1481	0.06351480075
1482	0.06348504347
1483	0.06346443563
1484	0.06344315935
1485	0.06340490971
1486	0.06339419015
1487	0.06339097582
1488	0.06335873774
1489	0.06332941582
1490	0.06331683517
1491	0.06328421038
1492	0.06325582596
1493	0.06323498457
1494	0.06322462818
1495	0.06318652653
1496	0.0631662189
1497	0.06313141882
1498	0.06309409001
1499	0.06306582488
1500	0.06304586833
1501	0.06302190585
1502	0.06299469058
